,category,place,ad_type,year_of_construction,Advertiser,Room_number,Area,Deposit,Lease
160,خانه و ویلا,تهران شهرک غرب,ارائه,قبل از ۱۳۷۰,مشاور املاک,سه,۱۶۵,۲۰۰٫۰۰۰٫۰۰۰ تومان,۱۰٫۰۰۰٫۰۰۰ تومان
161,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۵۰۰,توافقی,توافقی
162,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۷,شخصی,سه,۱۰۰۰,توافقی,توافقی
163,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۸,شخصی,دو,۷۰۰,توافقی,توافقی
164,خانه و ویلا,تهران ازگل,ارائه,۱۳۸۰,شخصی,پنج یا بیشتر,۳۶۰,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰٫۰۰۰ تومان
165,خانه و ویلا,تهران ورامین,ارائه,۱۳۸۷,شخصی,یک,۵۵,۱۲٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
166,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۳,مشاور املاک,سه,۱۱۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۶٫۰۰۰٫۰۰۰ تومان
167,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۱,مشاور املاک,سه,۲۸۰,۳۵۰٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰٫۰۰۰ تومان
168,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۰,شخصی,دو,۱۰۰۰,توافقی,توافقی
169,خانه و ویلا,تهران فاطمی,ارائه,۱۳۷۱,مشاور املاک,سه,۱۷۰,۴۰٫۰۰۰٫۰۰۰ تومان,۶٫۰۰۰٫۰۰۰ تومان
170,خانه و ویلا,تهران بومهن,ارائه,۱۳۹۴,شخصی,بدون اتاق,۷۰۰,توافقی,۳۵۰٫۰۰۰ تومان
171,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۸۵,مشاور املاک,چهار,۴۶۰,توافقی,توافقی
172,خانه و ویلا,تهران ورامین,ارائه,۱۳۸۵,شخصی,دو,۲۲۰,۱۴۰٫۰۰۰٫۰۰۰ تومان,توافقی
173,خانه و ویلا,تهران ورامین,ارائه,۱۳۹۴,شخصی,یک,۱۲۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
174,خانه و ویلا,تهران قلهک,ارائه,۱۳۷۵,مشاور املاک,پنج یا بیشتر,۴۳۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۲۲٫۰۰۰٫۰۰۰ تومان
175,خانه و ویلا,تهران نیاوران,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۳۵۰,۲٫۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
176,خانه و ویلا,تهران خلیج فارس,ارائه,۱۳۸۰,مشاور املاک,بدون اتاق,۴۰,۱۹٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰ تومان
177,خانه و ویلا,تهران پاسداران,ارائه,۱۳۷۹,مشاور املاک,سه,۲۵۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۸٫۰۰۰٫۰۰۰ تومان
178,خانه و ویلا,تهران شهر ری,ارائه,۱۳۸۰,شخصی,دو,۱۳۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
179,خانه و ویلا,تهران قیطریه,ارائه,۱۳۷۵,مشاور املاک,سه,۲۳۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۱۸٫۰۰۰٫۰۰۰ تومان
180,خانه و ویلا,تهران شهر قدس,ارائه,۱۳۹۶,شخصی,بدون اتاق,۱۰,۶٫۰۰۰٫۰۰۰ تومان,۲۰۰٫۰۰۰ تومان
181,خانه و ویلا,تهران آهنگ,ارائه,۱۳۷۱,شخصی,سه,۱۱۰,۲۷۰٫۰۰۰٫۰۰۰ تومان,توافقی
182,خانه و ویلا,تهران پونک,ارائه,۱۳۷۹,شخصی,پنج یا بیشتر,۳۵۰,۶۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
183,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۷,شخصی,دو,۴۰۰۰,۹۵۰٫۰۰۰ تومان,۹۵۰٫۰۰۰ تومان
184,خانه و ویلا,تهران پرند,ارائه,۱۳۸۵,مشاور املاک,دو,۲۰۸,۶۵٫۰۰۰٫۰۰۰ تومان,۱٫۳۰۰٫۰۰۰٫۰۰۰ تومان
185,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۸,شخصی,دو,۵۰۰,۵۵۰٫۰۰۰ تومان,۵۵۰٫۰۰۰ تومان
186,خانه و ویلا,تهران پردیس,ارائه,۱۳۹۳,شخصی,یک,۳۰۰۰,توافقی,توافقی
187,خانه و ویلا,تهران تهرانپارس غربی,ارائه,۱۳۸۰,شخصی,یک,۶۵,۱۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
188,خانه و ویلا,تهران نواب,ارائه,۱۳۷۵,شخصی,بدون اتاق,۴۰,توافقی,توافقی
189,خانه و ویلا,تهران دروس,ارائه,۱۳۹۵,مشاور املاک,دو,۸۸,۱۵۰٫۰۰۰٫۰۰۰ تومان,۳٫۵۰۰٫۰۰۰ تومان
190,خانه و ویلا,تهران شوش,ارائه,قبل از ۱۳۷۰,شخصی,دو,۴۰,۵٫۰۰۰٫۰۰۰ تومان,۸۰۰٫۰۰۰ تومان
191,خانه و ویلا,تهران نواب,ارائه,۱۳۷۵,شخصی,بدون اتاق,۲۴,توافقی,توافقی
192,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۷,شخصی,دو,۴۰۰,۳٫۵۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰ تومان
193,خانه و ویلا,تهران پردیس,ارائه,۱۳۹۷,مشاور املاک,دو,۱۵۰,۱۸۰٫۰۰۰٫۰۰۰ تومان,مجانی
194,خانه و ویلا,تهران محمودیه,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۶۰۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۴۵٫۰۰۰٫۰۰۰ تومان
195,خانه و ویلا,تهران شهرک ولیعصر,ارائه,قبل از ۱۳۷۰,شخصی,یک,۵۵,۱۰٫۰۰۰٫۰۰۰ تومان,۸۰۰٫۰۰۰ تومان
196,خانه و ویلا,تهران نیاوران,ارائه,۱۳۹۷,شخصی,سه,۱۵۰۰,توافقی,توافقی
197,خانه و ویلا,تهران ابراهیم‌آباد,ارائه,قبل از ۱۳۷۰,شخصی,بدون اتاق,۳۵,۸٫۰۰۰٫۰۰۰ تومان,۹۵۰٫۰۰۰ تومان
198,خانه و ویلا,تهران جی,ارائه,قبل از ۱۳۷۰,شخصی,سه,۶۰,۱۰٫۰۰۰٫۰۰۰ تومان,۹۰۰٫۰۰۰ تومان
199,خانه و ویلا,تهران مهرآباد جنوبی,ارائه,قبل از ۱۳۷۰,مشاور املاک,دو,۶۰,۶۰٫۰۰۰٫۰۰۰ تومان,۷۵۰٫۰۰۰ تومان
200,خانه و ویلا,تهران ولنجک,ارائه,۱۳۸۰,مشاور املاک,دو,۱۱۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۸٫۰۰۰٫۰۰۰ تومان
201,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۱,مشاور املاک,سه,۳۲۰,توافقی,توافقی
202,خانه و ویلا,تهران فشم,ارائه,۱۳۹۷,شخصی,بدون اتاق,۶۵,توافقی,توافقی
203,خانه و ویلا,تهران ظفر,ارائه,۱۳۸۴,مشاور املاک,دو,۱۰۰,۵۰٫۰۰۰٫۰۰۰ تومان,۵٫۰۰۰٫۰۰۰ تومان
204,خانه و ویلا,تهران پونک,ارائه,۱۳۷۷,مشاور املاک,سه,۱۴۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
205,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۷۸,مشاور املاک,پنج یا بیشتر,۷۰۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۷۰٫۰۰۰٫۰۰۰ تومان
206,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۸,شخصی,دو,۱۹۵,۹۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
207,خانه و ویلا,تهران اختیاریه,ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۴۰۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۲۱٫۰۰۰٫۰۰۰ تومان
208,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۷,شخصی,سه,۲۳۰,۱٫۲۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
209,خانه و ویلا,تهران نیرو هوایی,ارائه,۱۳۷۷,مشاور املاک,چهار,۲۱۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۵٫۰۰۰٫۰۰۰ تومان
210,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۹,مشاور املاک,چهار,۳۳۰,۳۵۰٫۰۰۰٫۰۰۰ تومان,۲۵٫۰۰۰٫۰۰۰ تومان
211,خانه و ویلا,تهران پیروزی,ارائه,قبل از ۱۳۷۰,شخصی,سه,۱۳۵,۱۸۰٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰ تومان
212,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۵,مشاور املاک,پنج یا بیشتر,۹۰۰,توافقی,توافقی
213,خانه و ویلا,تهران الهیه,ارائه,۱۳۹۵,مشاور املاک,سه,۲۷۰,توافقی,توافقی
214,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۸,شخصی,چهار,۳۳۰,توافقی,توافقی
215,خانه و ویلا,تهران جردن,ارائه,۱۳۸۴,مشاور املاک,پنج یا بیشتر,۷۵۰,توافقی,توافقی
216,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۳,مشاور املاک,چهار,۳۰۰,۲۵۰٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰٫۰۰۰ تومان
217,خانه و ویلا,تهران قلهک,ارائه,۱۳۸۰,مشاور املاک,چهار,۲۰۰,۸۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
218,خانه و ویلا,تهران نظام‌آباد,ارائه,قبل از ۱۳۷۰,شخصی,یک,۳۵,۳٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
219,خانه و ویلا,تهران تهران‌سر,ارائه,۱۳۹۸,شخصی,دو,۱۰۰۰,توافقی,توافقی
220,خانه و ویلا,تهران پاسداران,ارائه,۱۳۷۷,مشاور املاک,پنج یا بیشتر,۵۰۰,توافقی,توافقی
221,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۸۹,مشاور املاک,پنج یا بیشتر,۴۸۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰٫۰۰۰ تومان
222,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۹,مشاور املاک,پنج یا بیشتر,۳۰۰,۳٫۰۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
223,خانه و ویلا,تهران پرند,ارائه,۱۳۹۳,شخصی,دو,۲۰۵,۱۱۰٫۰۰۰٫۰۰۰ تومان,۲٫۰۰۰٫۰۰۰ تومان
224,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۷۳,مشاور املاک,سه,۲۵۰,توافقی,توافقی
225,خانه و ویلا,تهران پردیس,ارائه,۱۳۹۵,مشاور املاک,سه,۱۶۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
226,خانه و ویلا,تهران دروس,ارائه,۱۳۷۸,مشاور املاک,یک,۷۰,۳۰٫۰۰۰٫۰۰۰ تومان,۳٫۳۰۰٫۰۰۰ تومان
227,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۵,مشاور املاک,چهار,۵۰۰,۲٫۵۰۰٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰ تومان
228,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۵,مشاور املاک,سه,۲۶۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۱۹٫۰۰۰٫۰۰۰ تومان
229,خانه و ویلا,تهران آرارات,ارائه,قبل از ۱۳۷۰,شخصی,سه,۲۲۲,۱۵۰٫۰۰۰٫۰۰۰ تومان,۷٫۵۰۰٫۰۰۰ تومان
230,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۸,مشاور املاک,دو,۳۵۰,توافقی,توافقی
231,خانه و ویلا,تهران پرند,ارائه,۱۳۹۶,مشاور املاک,سه,۲۲۵,۱۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
232,خانه و ویلا,تهران آهنگ,ارائه,قبل از ۱۳۷۰,شخصی,چهار,۶۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
233,خانه و ویلا,تهران سهروردی شمالی,ارائه,۱۳۸۵,شخصی,سه,۳۰۰,۶۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
234,خانه و ویلا,تهران دروس,ارائه,۱۳۷۳,مشاور املاک,پنج یا بیشتر,۳۰۰,۸۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
235,خانه و ویلا,تهران آذری,ارائه,۱۳۹۰,شخصی,یک,۲۰,۲٫۵۰۰٫۰۰۰ تومان,۲۵۰٫۰۰۰ تومان
236,خانه و ویلا,تهران میرداماد,ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۵۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۲۷٫۰۰۰٫۰۰۰ تومان
237,خانه و ویلا,تهران پونک,ارائه,۱۳۹۷,شخصی,دو,۱۰۰۰,توافقی,۹۰۰٫۰۰۰ تومان
238,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۷۸,مشاور املاک,پنج یا بیشتر,۱۲۰۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۶۰٫۰۰۰٫۰۰۰ تومان
239,خانه و ویلا,تهران میدان ولیعصر,ارائه,۱۳۹۲,شخصی,پنج یا بیشتر,۴۰۰,توافقی,توافقی
240,خانه و ویلا,تهران علم و صنعت,ارائه,قبل از ۱۳۷۰,مشاور املاک,دو,۱۲۵,۴۰٫۰۰۰٫۰۰۰ تومان,۲٫۵۰۰٫۰۰۰ تومان
241,خانه و ویلا,تهران اندیشه,ارائه,۱۳۹۵,شخصی,دو,۱۱۷,۹۰٫۰۰۰٫۰۰۰ تومان,۶۰۰٫۰۰۰ تومان
242,خانه و ویلا,تهران خزانه,ارائه,۱۳۸۰,شخصی,چهار,۷۰,۴۰٫۰۰۰٫۰۰۰ تومان,۱٫۲۰۰٫۰۰۰ تومان
243,خانه و ویلا,تهران نیاوران,ارائه,۱۳۹۸,شخصی,بدون اتاق,۲۳۵,توافقی,توافقی
244,خانه و ویلا,تهران فلاح,ارائه,۱۳۸۰,شخصی,یک,۲۰,۲٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰ تومان
245,خانه و ویلا,تهران پیروزی,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۱۲۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
246,خانه و ویلا,تهران تهرانپارس غربی,ارائه,۱۳۹۸,شخصی,دو,۹۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۸۰۰٫۰۰۰ تومان
247,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۷۳,مشاور املاک,چهار,۳۵۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۵۰٫۰۰۰٫۰۰۰ تومان
248,خانه و ویلا,تهران شهرک گلستان,ارائه,۱۳۸۳,شخصی,دو,۹۸,۸۵٫۰۰۰٫۰۰۰ تومان,۱٫۱۰۰٫۰۰۰ تومان
249,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۷,شخصی,یک,۱۰۰۰,توافقی,توافقی
250,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۷۱,شخصی,سه,۱۵۰,۳۲۰٫۰۰۰٫۰۰۰ تومان,توافقی
251,خانه و ویلا,تهران شهرک گلستان,ارائه,۱۳۸۵,شخصی,دو,۱۰۰,۸۰٫۰۰۰٫۰۰۰ تومان,۱٫۳۰۰٫۰۰۰ تومان
252,خانه و ویلا,تهران حشمتیه,ارائه,۱۳۷۹,شخصی,دو,۲۱,۵۰٫۰۰۰٫۰۰۰ تومان,۲۰٫۰۰۰ تومان
253,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۴,مشاور املاک,سه,۲۱۰,توافقی,توافقی
254,خانه و ویلا,تهران مرزداران,ارائه,۱۳۷۵,مشاور املاک,پنج یا بیشتر,۱۸۵,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
255,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۶,مشاور املاک,چهار,۲۹۰,۲٫۶۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
256,خانه و ویلا,تهران بریانک,ارائه,۱۳۹۶,شخصی,چهار,۴۰,۲۰٫۰۰۰٫۰۰۰ تومان,۲٫۲۰۰٫۰۰۰ تومان
257,خانه و ویلا,تهران شهر ری,ارائه,۱۳۸۵,شخصی,یک,۷۲,۲۰٫۰۰۰٫۰۰۰ تومان,۷۰۰٫۰۰۰ تومان
258,خانه و ویلا,تهران دولاب,ارائه,۱۳۷۱,شخصی,دو,۶۷,۶۰٫۰۰۰٫۰۰۰ تومان,۵۰۰٫۰۰۰ تومان
259,خانه و ویلا,تهران بومهن,ارائه,۱۳۸۶,مشاور املاک,دو,۲۰۰,۱۲۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
260,خانه و ویلا,تهران مجیدیه,ارائه,۱۳۷۵,مشاور املاک,سه,۶۰,۵۰٫۰۰۰٫۰۰۰ تومان,۲٫۵۰۰٫۰۰۰ تومان
261,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۶,شخصی,دو,۱۶۰,۵۰٫۰۰۰٫۰۰۰ تومان,۲٫۵۰۰٫۰۰۰ تومان
262,خانه و ویلا,تهران ستارخان,ارائه,۱۳۷۱,مشاور املاک,چهار,۱۸۰,۳۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
263,خانه و ویلا,تهران شوش,ارائه,۱۳۷۷,شخصی,دو,۵۲,۷۵٫۰۰۰٫۰۰۰ تومان,مجانی
264,خانه و ویلا,تهران مهرآباد جنوبی,ارائه,۱۳۸۰,شخصی,یک,۹۰,۱۵٫۰۰۰٫۰۰۰ تومان,۱٫۳۰۰٫۰۰۰ تومان
265,خانه و ویلا,تهران ابوذر,ارائه,۱۳۷۹,مشاور املاک,سه,۱۴۵,۱۲۵٫۰۰۰٫۰۰۰ تومان,۲٫۵۰۰٫۰۰۰ تومان
266,خانه و ویلا,تهران ورامین,ارائه,۱۳۹۴,شخصی,دو,۱۳۶,۵۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
267,خانه و ویلا,تهران آزاد شهر,ارائه,۱۳۸۸,شخصی,دو,۱۲۰,۵۰٫۰۰۰٫۰۰۰ تومان,۲٫۲۰۰٫۰۰۰ تومان
268,خانه و ویلا,تهران شهر زیبا,ارائه,۱۳۸۸,مشاور املاک,دو,۷۵,۱۶۰٫۰۰۰٫۰۰۰ تومان,مجانی
269,خانه و ویلا,تهران شهرک گلستان غربی,ارائه,۱۳۸۳,شخصی,سه,۱۵۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
270,خانه و ویلا,تهران نظام‌آباد,ارائه,۱۳۷۸,شخصی,بدون اتاق,۴۰,۱۲٫۰۰۰٫۰۰۰ تومان,۷۵۰٫۰۰۰ تومان
271,خانه و ویلا,تهران خلیج فارس,ارائه,۱۳۸۸,شخصی,یک,۶۰,۵٫۰۰۰٫۰۰۰ تومان,۹۰۰٫۰۰۰ تومان
272,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۳,شخصی,دو,۱۲۰۰,توافقی,توافقی
273,خانه و ویلا,تهران اندیشه,ارائه,۱۳۸۸,شخصی,دو,۱۲۰,۲۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
274,خانه و ویلا,تهران شهریار,ارائه,۱۳۷۱,شخصی,یک,۸۰,۳٫۰۰۰٫۰۰۰ تومان,۴۰۰٫۰۰۰ تومان
275,خانه و ویلا,تهران لواسان,ارائه,۱۳۹۸,مشاور املاک,سه,۲۰۰,۶۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
276,خانه و ویلا,تهران مرزداران,ارائه,۱۳۷۸,شخصی,پنج یا بیشتر,۴۰۰,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,۱۰٫۰۰۰ تومان
277,خانه و ویلا,تهران الهیه,ارائه,۱۳۹۲,شخصی,پنج یا بیشتر,۵۰۰,توافقی,توافقی
278,خانه و ویلا,تهران دهکده المپیک,ارائه,۱۳۹۱,شخصی,دو,۱۲۰,۲۲۰٫۰۰۰٫۰۰۰ تومان,مجانی
279,خانه و ویلا,تهران پاکدشت,ارائه,۱۳۹۰,شخصی,یک,۷۸,۱۰٫۰۰۰٫۰۰۰ تومان,۷۵۰٫۰۰۰ تومان
280,خانه و ویلا,تهران آجودانیه,ارائه,۱۳۹۸,شخصی,سه,۲۵۰۰,توافقی,توافقی
281,خانه و ویلا,تهران فیروزکوه,ارائه,۱۳۹۴,شخصی,دو,۲۰۰۰,۸۰۰٫۰۰۰ تومان,۸۰۰٫۰۰۰ تومان
282,خانه و ویلا,تهران جردن,ارائه,۱۳۹۸,مشاور املاک,چهار,۱۱۰۰,۲٫۰۰۰٫۰۰۰ تومان,۶۰٫۰۰۰٫۰۰۰ تومان
283,خانه و ویلا,تهران پیروزی,ارائه,۱۳۸۵,شخصی,سه,۱۷۰,۳۲۰٫۰۰۰٫۰۰۰ تومان,توافقی
284,خانه و ویلا,تهران جیحون,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۷۲,توافقی,توافقی
285,خانه و ویلا,تهران خانی‌آباد,ارائه,۱۳۷۱,شخصی,چهار,۱۲۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
286,خانه و ویلا,تهران فلاح,ارائه,۱۳۷۱,مشاور املاک,چهار,۱۲۰,۲۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
287,خانه و ویلا,تهران خلیج فارس,ارائه,۱۳۸۰,شخصی,دو,۷۰,۱۰٫۰۰۰٫۰۰۰ تومان,۱٫۲۰۰٫۰۰۰ تومان
288,خانه و ویلا,تهران ياخچی‌آباد,ارائه,قبل از ۱۳۷۰,شخصی,چهار,۶۵,۲۰٫۰۰۰٫۰۰۰ تومان,۱٫۶۰۰٫۰۰۰ تومان
289,خانه و ویلا,تهران آهنگ,ارائه,۱۳۹۰,شخصی,یک,۱۱۰,۲۷۰٫۰۰۰٫۰۰۰ تومان,مجانی
290,خانه و ویلا,تهران وحیدیه,ارائه,۱۳۷۵,مشاور املاک,سه,۱۱۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۲٫۵۰۰٫۰۰۰ تومان
291,خانه و ویلا,تهران شهرک ژاندارمری,ارائه,۱۳۸۰,مشاور املاک,دو,۱۴۲,۲۰۰٫۰۰۰٫۰۰۰ تومان,۲٫۰۰۰٫۰۰۰ تومان
292,خانه و ویلا,تهران نازی‌آباد,ارائه,۱۳۷۱,شخصی,سه,۶۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
293,خانه و ویلا,تهران جی,ارائه,قبل از ۱۳۷۰,شخصی,یک,۳۰,۶٫۰۰۰٫۰۰۰ تومان,۶۰۰٫۰۰۰ تومان
294,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۸,شخصی,یک,۳۱۰,۲۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
